SMILES,num_steps,rxn_order_first_to_last,reactants,BuildingBlocks,catalogName_for_BuildingBlock
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Br)nc12')]","['COC(=O)c1cccc2sc(Br)nc12', 'O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', None, None, None, 'NCCNCC(=O)O']","['molport', 'mcule', 'mcule', 'molport', 'generic', 'enamine_bb', 'molport', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'N-nucleophilic aromatic substitution', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Br)nc12'), ('O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', 'NCCNCC(=O)O')]","['NCCNCC(=O)O', None, 'COC(=O)c1cccc2sc(Br)nc12', None, 'O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', None]","['generic', 'enamine_bb', 'molport', 'mcule', 'molport', 'mcule', 'mcule', 'molport']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'N-nucleophilic aromatic substitution', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Br)nc12'), ('NCCNCC(=O)O', 'Fc1cccc(I)c1')]","['NCCNCC(=O)O', 'Fc1cccc(I)c1', None, None, 'COC(=O)c1cccc2sc(Br)nc12', None]","['generic', 'enamine_bb', 'molport', 'mcule', 'mcule', 'generic', 'molport', 'enamine_bb', 'molport', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'N-nucleophilic aromatic substitution', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Br)nc12'), ('NCCNCC(=O)O', 'Fc1cccc(Br)c1')]","[None, 'NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Br)nc12', 'Fc1cccc(Br)c1', None, None]","['generic', 'enamine_bb', 'molport', 'mcule', 'molport', 'mcule', 'mcule', 'enamine_bb', 'molport', 'generic']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Cl)nc12')]","['NCCNCC(=O)O', None, 'COC(=O)c1cccc2sc(Cl)nc12', None, 'O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', None]","['generic', 'enamine_bb', 'molport', 'mcule', 'molport', 'enamine_bb', 'mcule', 'mcule', 'molport']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('Fc1cccc(I)c1', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Br)nc12')]","['Fc1cccc(I)c1', None, 'NCCNCC(=O)O', None, None, 'COC(=O)c1cccc2sc(Br)nc12']","['mcule', 'generic', 'molport', 'enamine_bb', 'generic', 'enamine_bb', 'molport', 'mcule', 'molport', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Br)nc12'), ('O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', 'NCCNCC(=O)O')]","['NCCNCC(=O)O', None, 'O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', None, 'COC(=O)c1cccc2sc(Br)nc12', None]","['generic', 'enamine_bb', 'molport', 'mcule', 'mcule', 'molport', 'molport', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('Fc1cccc(Br)c1', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Br)nc12')]","['Fc1cccc(Br)c1', 'NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Br)nc12', None, None, None]","['mcule', 'enamine_bb', 'molport', 'generic', 'generic', 'enamine_bb', 'molport', 'mcule', 'molport', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Br)nc12'), ('NCCNCC(=O)O', 'Fc1cccc(I)c1')]","['NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Br)nc12', None, None, None, 'Fc1cccc(I)c1']","['generic', 'enamine_bb', 'molport', 'mcule', 'molport', 'mcule', 'mcule', 'generic', 'molport', 'enamine_bb']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('Fc1cccc(I)c1', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Cl)nc12')]","[None, None, 'NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Cl)nc12', None, 'Fc1cccc(I)c1']","['generic', 'enamine_bb', 'molport', 'mcule', 'molport', 'enamine_bb', 'mcule', 'mcule', 'generic', 'molport', 'enamine_bb']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Br)nc12'), ('NCCNCC(=O)O', 'Fc1cccc(Br)c1')]","[None, 'COC(=O)c1cccc2sc(Br)nc12', None, None, 'Fc1cccc(Br)c1', 'NCCNCC(=O)O']","['molport', 'mcule', 'mcule', 'enamine_bb', 'molport', 'generic', 'generic', 'enamine_bb', 'molport', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,3,"['Amidation', 'Buchwald-Hartwig amination', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('Fc1cccc(Br)c1', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Cl)nc12')]","['NCCNCC(=O)O', 'Fc1cccc(Br)c1', None, 'COC(=O)c1cccc2sc(Cl)nc12', None, None]","['generic', 'enamine_bb', 'molport', 'mcule', 'mcule', 'enamine_bb', 'molport', 'generic', 'molport', 'enamine_bb', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,4,"['Amidation', 'N-nucleophilic aromatic substitution', 'N-Boc deprotection', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Cl)nc12'), ('CC(C)(C)OC(=O)N(CCNc1cccc(F)c1)CC(=O)O',), ('Fc1cccc(I)c1', 'CC(C)(C)OC(=O)N(CCN)CC(=O)O')]","['Fc1cccc(I)c1', None, 'CC(C)(C)OC(=O)N(CCN)CC(=O)O', 'COC(=O)c1cccc2sc(Cl)nc12', None, None, None]","['mcule', 'generic', 'molport', 'enamine_bb', 'enamine_bb', 'molport', 'enamine_bb', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,4,"['Amidation', 'N-nucleophilic aromatic substitution', 'N-Boc deprotection', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Cl)nc12'), ('CC(C)(C)OC(=O)N(CCNc1cccc(F)c1)CC(=O)O',), ('Fc1cccc(Br)c1', 'CC(C)(C)OC(=O)N(CCN)CC(=O)O')]","['CC(C)(C)OC(=O)N(CCN)CC(=O)O', 'Fc1cccc(Br)c1', None, None, 'COC(=O)c1cccc2sc(Cl)nc12', None, None]","['enamine_bb', 'mcule', 'enamine_bb', 'molport', 'generic', 'molport', 'enamine_bb', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,4,"['Amidation', 'N-nucleophilic aromatic substitution', 'N-Boc deprotection', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Cl)nc12'), ('CC(C)(C)OC(=O)N(CCNc1cccc(F)c1)CC(=O)O',), ('O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', 'CC(C)(C)OC(=O)N(CCN)CC(=O)O')]","[None, None, None, 'O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', None, 'COC(=O)c1cccc2sc(Cl)nc12', 'CC(C)(C)OC(=O)N(CCN)CC(=O)O']","['mcule', 'molport', 'molport', 'enamine_bb', 'mcule', 'enamine_bb']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,4,"['Amidation', 'Buchwald-Hartwig amination', 'N-Boc deprotection', 'N-nucleophilic aromatic substitution']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('COC(=O)c1cccc2sc(N(CCNC(=O)OC(C)(C)C)CC(=O)O)nc12',), ('COC(=O)c1cccc2sc(Cl)nc12', 'CC(C)(C)OC(=O)NCCNCC(=O)O')]","['O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', None, None, None, None, 'CC(C)(C)OC(=O)NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Cl)nc12']","['mcule', 'molport', 'molport', 'mcule', 'molport', 'enamine_bb', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,4,"['Amidation', 'Buchwald-Hartwig amination', 'N-Boc deprotection', 'N-nucleophilic aromatic substitution']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=S(=O)(Oc1cccc(F)c1)C(F)(F)F', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('COC(=O)c1cccc2sc(N(CCNC(=O)OC(C)(C)C)CC(=O)O)nc12',), ('COC(=O)c1cccc2sc(Br)nc12', 'CC(C)(C)OC(=O)NCCNCC(=O)O')]","[None, 'COC(=O)c1cccc2sc(Br)nc12', None, None, None, 'CC(C)(C)OC(=O)NCCNCC(=O)O', 'O=S(=O)(Oc1cccc(F)c1)C(F)(F)F']","['molport', 'mcule', 'molport', 'mcule', 'mcule', 'molport']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,4,"['Amidation', 'Buchwald-Hartwig amination', 'N-Boc deprotection', 'N-nucleophilic aromatic substitution']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('Fc1cccc(I)c1', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('COC(=O)c1cccc2sc(N(CCNC(=O)OC(C)(C)C)CC(=O)O)nc12',), ('COC(=O)c1cccc2sc(Cl)nc12', 'CC(C)(C)OC(=O)NCCNCC(=O)O')]","['CC(C)(C)OC(=O)NCCNCC(=O)O', 'COC(=O)c1cccc2sc(Cl)nc12', None, None, 'Fc1cccc(I)c1', None, None]","['molport', 'mcule', 'molport', 'enamine_bb', 'mcule', 'mcule', 'generic', 'molport', 'enamine_bb']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,4,"['Amidation', 'Buchwald-Hartwig amination', 'N-Boc deprotection', 'N-nucleophilic aromatic substitution']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('Fc1cccc(I)c1', 'COC(=O)c1cccc2sc(N(CCN)CC(=O)O)nc12'), ('COC(=O)c1cccc2sc(N(CCNC(=O)OC(C)(C)C)CC(=O)O)nc12',), ('COC(=O)c1cccc2sc(Br)nc12', 'CC(C)(C)OC(=O)NCCNCC(=O)O')]","['COC(=O)c1cccc2sc(Br)nc12', 'Fc1cccc(I)c1', None, None, 'CC(C)(C)OC(=O)NCCNCC(=O)O', None, None]","['molport', 'mcule', 'mcule', 'generic', 'molport', 'enamine_bb', 'molport', 'mcule']"
COC(=O)C1=CC=CC2=C1N=C(N3CCN(C4=CC(F)=CC=C4)C(=O)C3)S2,4,"['Amidation', 'N-nucleophilic aromatic substitution', 'N-Boc deprotection', 'Buchwald-Hartwig amination']","[('COC(=O)c1cccc2sc(N(CCNc3cccc(F)c3)CC(=O)O)nc12',), ('O=C(O)CNCCNc1cccc(F)c1', 'COC(=O)c1cccc2sc(Br)nc12'), ('CC(C)(C)OC(=O)N(CCNc1cccc(F)c1)CC(=O)O',), ('Fc1cccc(I)c1', 'CC(C)(C)OC(=O)N(CCN)CC(=O)O')]","[None, None, None, 'COC(=O)c1cccc2sc(Br)nc12', 'CC(C)(C)OC(=O)N(CCN)CC(=O)O', 'Fc1cccc(I)c1', None]","['molport', 'mcule', 'enamine_bb', 'mcule', 'generic', 'molport', 'enamine_bb']"
O=C(N1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24)C5=CC6=CC=CC=C6S5,0,[],[],['O=C(c1cc2ccccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1'],"['molport', 'mcule']"
O=C(N1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24)C5=CC6=CC=CC=C6S5,1,['Amidation'],"[('c1ccc2c(c1)-c1ccccc1C2N1CCNCC1', 'O=C(O)c1cc2ccccc2s1')]","['O=C(O)c1cc2ccccc2s1', 'O=C(c1cc2ccccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1', 'c1ccc2c(c1)-c1ccccc1C2N1CCNCC1']","['mcule', 'molport', 'enamine_bb', 'generic', 'molport', 'mcule', 'enamine_bb', 'molport', 'mcule']"
O=C(N1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24)C5=CC6=CC=CC=C6S5,1,['Reductive amination'],"[('O=C1c2ccccc2-c2ccccc21', 'O=C(c1cc2ccccc2s1)N1CCNCC1')]","['O=C(c1cc2ccccc2s1)N1CCNCC1', 'O=C1c2ccccc2-c2ccccc21', 'O=C(c1cc2ccccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1']","['enamine_bb', 'mcule', 'molport', 'enamine_bb', 'mcule', 'generic', 'molport', 'mcule']"
O=C(N1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24)C5=CC6=CC=CC=C6S5,1,['Amide Schotten-Baumann with amine'],"[('c1ccc2c(c1)-c1ccccc1C2N1CCNCC1', 'O=C(Cl)c1cc2ccccc2s1')]","['c1ccc2c(c1)-c1ccccc1C2N1CCNCC1', 'O=C(c1cc2ccccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1', 'O=C(Cl)c1cc2ccccc2s1']","['enamine_bb', 'molport', 'mcule', 'molport', 'mcule', 'mcule', 'molport']"
O=C(N1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24)C5=CC6=CC=CC=C6S5,5,"['Reductive amination', 'Amidation', 'Reductive amination', 'Reductive amination', 'N-Boc deprotection']","[('O=CCN(CCNC1c2ccccc2-c2ccccc21)C(=O)c1cc2ccccc2s1',), ('O=CCNCCNC1c2ccccc2-c2ccccc21', 'O=C(O)c1cc2ccccc2s1'), ('O=C1c2ccccc2-c2ccccc21', 'NCCNCC=O'), ('NCC=O',), ('CC(C)(C)OC(=O)NCC=O',)]","['CC(C)(C)OC(=O)NCC=O', None, None, 'O=C1c2ccccc2-c2ccccc21', None, 'O=C(c1cc2ccccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1', 'O=C(O)c1cc2ccccc2s1', None]","['mcule', 'molport', 'generic', 'enamine_bb', 'molport', 'enamine_bb', 'mcule', 'generic', 'molport', 'mcule', 'mcule', 'molport', 'enamine_bb', 'generic']"
O=C(N1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24)C5=CC6=CC=CC=C6S5,5,"['Reductive amination', 'Reductive amination', 'Amidation', 'Reductive amination', 'N-Boc deprotection']","[('O=CCN(CCNC1c2ccccc2-c2ccccc21)C(=O)c1cc2ccccc2s1',), ('O=C1c2ccccc2-c2ccccc21', 'NCCN(CC=O)C(=O)c1cc2ccccc2s1'), ('O=C(O)c1cc2ccccc2s1', 'NCCNCC=O'), ('NCC=O',), ('CC(C)(C)OC(=O)NCC=O',)]","[None, None, 'O=C(O)c1cc2ccccc2s1', None, 'CC(C)(C)OC(=O)NCC=O', 'O=C1c2ccccc2-c2ccccc21', 'O=C(c1cc2ccccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1', None]","['mcule', 'molport', 'enamine_bb', 'generic', 'mcule', 'molport', 'generic', 'enamine_bb', 'molport', 'enamine_bb', 'mcule', 'generic', 'molport', 'mcule']"
O=C(N1CCN(CC1)C2C3=CC=CC=C3C4=CC=CC=C24)C5=CC6=CC=CC=C6S5,6,"['Reductive amination', 'Amidation', 'Reductive amination', 'Reductive amination', 'N-Boc deprotection', 'N-Boc deprotection']","[('O=CCN(CCNC1c2ccccc2-c2ccccc21)C(=O)c1cc2ccccc2s1',), ('O=CCNCCNC1c2ccccc2-c2ccccc21', 'O=C(O)c1cc2ccccc2s1'), ('O=CCNC1c2ccccc2-c2ccccc21', 'NCC=O'), ('O=C1c2ccccc2-c2ccccc21', 'NCC=O'), ('CC(C)(C)OC(=O)NCC=O',), ('CC(C)(C)OC(=O)NCC=O',)]","[None, None, None, 'O=C(O)c1cc2ccccc2s1', 'O=C(c1cc2ccccc2s1)N1CCN(C2c3ccccc3-c3ccccc32)CC1', None, 'O=C1c2ccccc2-c2ccccc21', 'CC(C)(C)OC(=O)NCC=O']","['mcule', 'molport', 'enamine_bb', 'generic', 'molport', 'mcule', 'molport', 'enamine_bb', 'mcule', 'generic', 'mcule', 'molport', 'generic', 'enamine_bb']"
